custom_id,stratum,stratum_population,name,lastCommitSHA,markdown_path,markdown_url,matched_filename_terms,size_bytes
candidate-0202,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-rule.en.md,rule,4477
candidate-0203,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-table-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-table-rule.cn.md,rule,2360
candidate-0204,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-table-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/shadow/show-shadow-table-rule.en.md,rule,2455
candidate-0205,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/count-sharding-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/count-sharding-rule.cn.md,rule,1954
candidate-0206,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/count-sharding-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/count-sharding-rule.en.md,rule,2156
candidate-0207,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-reference-rules.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-reference-rules.cn.md,rule,2806
candidate-0208,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-reference-rules.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-reference-rules.en.md,rule,3029
candidate-0209,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rule.cn.md,rule,9405
candidate-0210,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rule.en.md,rule,9864
candidate-0211,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-algorithm.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-algorithm.cn.md,rule,1856
candidate-0212,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-algorithm.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-algorithm.en.md,rule,1996
candidate-0213,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-auditor.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-auditor.cn.md,rule,1866
candidate-0214,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-auditor.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-auditor.en.md,rule,1992
candidate-0215,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-key-generator.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-key-generator.cn.md,rule,1963
candidate-0216,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-key-generator.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/rule-query/sharding/show-sharding-table-rules-used-key-generator.en.md,rule,2089
candidate-0217,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/storage-unit-query/show-rules-used-storage-unit.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/storage-unit-query/show-rules-used-storage-unit.cn.md,rule,1798
candidate-0218,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/storage-unit-query/show-rules-used-storage-unit.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/syntax/rql/storage-unit-query/show-rules-used-storage-unit.en.md,rule,1939
candidate-0219,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/encrypt-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/encrypt-rule.cn.md,rule,1257
candidate-0220,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/encrypt-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/encrypt-rule.en.md,rule,1272
candidate-0221,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/mask-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/mask-rule.cn.md,rule,1037
candidate-0222,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/mask-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/mask-rule.en.md,rule,1013
candidate-0223,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/readwrite-splitting-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/readwrite-splitting-rule.cn.md,rule,907
candidate-0224,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/readwrite-splitting-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/readwrite-splitting-rule.en.md,rule,947
candidate-0225,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/shadow-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/shadow-rule.cn.md,rule,1012
candidate-0226,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/shadow-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/shadow-rule.en.md,rule,987
candidate-0227,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/sharding-rule.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/sharding-rule.cn.md,rule,1017
candidate-0228,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/sharding-rule.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/distsql/usage/sharding-rule.en.md,rule,1077
candidate-0229,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/yaml-config/rules.cn.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/yaml-config/rules.cn.md,rule,1265
candidate-0230,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,docs/document/content/user-manual/shardingsphere-proxy/yaml-config/rules.en.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/docs/document/content/user-manual/shardingsphere-proxy/yaml-config/rules.en.md,rule,1301
candidate-0231,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,examples/README.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/examples/README.md,readme,1828
candidate-0232,0,727,apache/shardingsphere,ba53784e1721b9582ed00713797c9074b69c33a6,mcp/features/broadcast/src/main/resources/META-INF/shardingsphere-mcp/prompts/plan-broadcast-rule.md,https://github.com/apache/shardingsphere/blob/ba53784e1721b9582ed00713797c9074b69c33a6/mcp/features/broadcast/src/main/resources/META-INF/shardingsphere-mcp/prompts/plan-broadcast-rule.md,rule,920
