source_file,id,name,isFork,commits,branches,releases,forks,mainLanguage,defaultBranch,license,homepage,watchers,stargazers,contributors,size,createdAt,pushedAt,updatedAt,totalIssues,openIssues,totalPullRequests,openPullRequests,blankLines,codeLines,commentLines,metrics,lastCommit,lastCommitSHA,hasWiki,isArchived,isDisabled,isLocked,languages,labels,topics,sampling_stratum,difficulty_score,difficulty_reason
java.csv,3273237,asamk/signal-cli,false,2282,1,116,441,Java,master,GNU General Public License v3.0,,63,4824,81,7108,2015-05-11T10:49:42,2026-07-26T04:47:31,2026-07-29T03:14:54,1423,96,250,5,8829,61228,1030,"[{""codeLines"":10,""blankLines"":0,""language"":""SVG"",""commentLines"":0},{""codeLines"":1842,""blankLines"":243,""language"":""Rust"",""commentLines"":10},{""codeLines"":44,""blankLines"":4,""language"":""TOML"",""commentLines"":1},{""codeLines"":265,""blankLines"":39,""language"":""Gradle"",""commentLines"":6},{""codeLines"":235,""blankLines"":8,""language"":""XML"",""commentLines"":0},{""codeLines"":10465,""blankLines"":0,""language"":""JSON"",""commentLines"":0},{""codeLines"":44719,""blankLines"":6953,""language"":""Java"",""commentLines"":840},{""codeLines"":1342,""blankLines"":695,""language"":""AsciiDoc"",""commentLines"":6},{""codeLines"":64,""blankLines"":18,""language"":""DOS Batch"",""commentLines"":0},{""codeLines"":53,""blankLines"":12,""language"":""Containerfile"",""commentLines"":0},{""codeLines"":84,""blankLines"":7,""language"":""Kotlin"",""commentLines"":0},{""codeLines"":9,""blankLines"":0,""language"":""Properties"",""commentLines"":0},{""codeLines"":527,""blankLines"":109,""language"":""Bourne Shell"",""commentLines"":147},{""codeLines"":17,""blankLines"":5,""language"":""make"",""commentLines"":0},{""codeLines"":264,""blankLines"":45,""language"":""YAML"",""commentLines"":20},{""codeLines"":1288,""blankLines"":691,""language"":""Markdown"",""commentLines"":0}]",2026-07-26T04:47:30,64a629002d078e84bd6bbfb550c1a81a4aa0a8ac,true,false,false,false,"{""Java"":2161806,""Rust"":60988,""Shell"":20208,""Kotlin"":3500,""Dockerfile"":3078}",bug;dbus;dbus-java issue;dependencies;documentation;duplicate;easy;enhancement;github_actions;good first issue;graalvm;help wanted;invalid;java;json-rpc;libsignal issue;rust;support;wontfix,commandline;dbus;java;json-rpc;messaging;signal;signal-cli,subtle_confirmed,33,lowest-density prior confirmed rule
java.csv,95574584,FabricMC/fabric-api,false,2558,59,1000,560,Java,26.2,Apache License 2.0,https://fabricmc.net/,33,3122,199,18543,2018-11-04T09:02:05,2026-07-28T02:28:54,2026-07-29T03:10:27,2000,129,2109,73,21098,98525,46459,"[{""codeLines"":76708,""blankLines"":20322,""language"":""Java"",""commentLines"":46072},{""codeLines"":237,""blankLines"":20,""language"":""YAML"",""commentLines"":20},{""codeLines"":606,""blankLines"":203,""language"":""Markdown"",""commentLines"":1},{""codeLines"":18643,""blankLines"":1,""language"":""JSON"",""commentLines"":0},{""codeLines"":23,""blankLines"":9,""language"":""GLSL"",""commentLines"":2},{""codeLines"":102,""blankLines"":28,""language"":""Bourne Shell"",""commentLines"":118},{""codeLines"":215,""blankLines"":37,""language"":""XML"",""commentLines"":67},{""codeLines"":23,""blankLines"":6,""language"":""INI"",""commentLines"":0},{""codeLines"":64,""blankLines"":18,""language"":""DOS Batch"",""commentLines"":0},{""codeLines"":1840,""blankLines"":451,""language"":""Gradle"",""commentLines"":178},{""codeLines"":64,""blankLines"":3,""language"":""Properties"",""commentLines"":1}]",2026-07-28T09:47:07,3e8afef37972285085fd0f7e414bcfcca487ed3c,true,false,false,false,"{""Java"":5523139,""GLSL"":743,""mcfunction"":186}",area: rendering;area: tags;backport;breaking-change;bug;cleanup;enhancement;help wanted;module: networking api;module: registry sync;module: renderer indigo;module: resource loader;new module;port;priority: high;priority: low;priority: medium;question;resolution: duplicate;resolution: invalid;resolution: superseded;reviews needed;small change;status: accepted;status: in progress;status: last call;status: merge me please;status: next?;status: outdated;status: waiting for feedback;support;tests;wontfix,fabric;java;minecraft,dense_unconfirmed,696,highest-density prior unconfirmed candidate
java.csv,203942,prestodb/presto,false,26004,767,17,5539,Java,master,Apache License 2.0,http://prestodb.io,819,16719,312,282006,2012-08-09T01:03:37,2026-07-29T12:51:35,2026-07-28T10:52:39,7344,1963,20750,965,256035,1707533,238673,"[{""codeLines"":1768,""blankLines"":220,""language"":""PHP"",""commentLines"":1020},{""codeLines"":15277,""blankLines"":316,""language"":""XML"",""commentLines"":119},{""codeLines"":62814,""blankLines"":7239,""language"":""C++"",""commentLines"":5368},{""codeLines"":1365,""blankLines"":291,""language"":""CMake"",""commentLines"":734},{""codeLines"":1301679,""blankLines"":196315,""language"":""Java"",""commentLines"":182667},{""codeLines"":195,""blankLines"":44,""language"":""DOS Batch"",""commentLines"":1},{""codeLines"":26863,""blankLines"":130,""language"":""JSON"",""commentLines"":0},{""codeLines"":147,""blankLines"":34,""language"":""Dockerfile"",""commentLines"":61},{""codeLines"":8260,""blankLines"":864,""language"":""JSX"",""commentLines"":293},{""codeLines"":15472,""blankLines"":99,""language"":""SQL"",""commentLines"":718},{""codeLines"":988,""blankLines"":137,""language"":""ANTLR Grammar"",""commentLines"":55},{""codeLines"":6803,""blankLines"":125,""language"":""Text"",""commentLines"":0},{""codeLines"":42487,""blankLines"":3644,""language"":""CSS"",""commentLines"":245},{""codeLines"":935,""blankLines"":252,""language"":""HTML"",""commentLines"":224},{""codeLines"":32131,""blankLines"":6424,""language"":""C/C++ Header"",""commentLines"":9302},{""codeLines"":410,""blankLines"":101,""language"":""make"",""commentLines"":85},{""codeLines"":3096,""blankLines"":0,""language"":""SVG"",""commentLines"":51},{""codeLines"":1235,""blankLines"":314,""language"":""Bourne Shell"",""commentLines"":273},{""codeLines"":1300,""blankLines"":0,""language"":""CSV"",""commentLines"":0},{""codeLines"":26316,""blankLines"":3960,""language"":""Maven"",""commentLines"":342},{""codeLines"":102194,""blankLines"":17273,""language"":""JavaScript"",""commentLines"":22312},{""codeLines"":232,""blankLines"":37,""language"":""Pascal"",""commentLines"":161},{""codeLines"":1569,""blankLines"":53,""language"":""Thrift"",""commentLines"":191},{""codeLines"":2832,""blankLines"":109,""language"":""Properties"",""commentLines"":265},{""codeLines"":132,""blankLines"":32,""language"":""Bourne Again Shell"",""commentLines"":13},{""codeLines"":31542,""blankLines"":15151,""language"":""reStructuredText"",""commentLines"":11901},{""codeLines"":1916,""blankLines"":223,""language"":""Mustache"",""commentLines"":4},{""codeLines"":4534,""blankLines"":585,""language"":""TypeScript"",""commentLines"":893},{""codeLines"":1487,""blankLines"":436,""language"":""Python"",""commentLines"":398},{""codeLines"":287,""blankLines"":4,""language"":""Diff"",""commentLines"":28},{""codeLines"":40,""blankLines"":13,""language"":""Protocol Buffers"",""commentLines"":17},{""codeLines"":7939,""blankLines"":638,""language"":""YAML"",""commentLines"":903},{""codeLines"":3288,""blankLines"":972,""language"":""Markdown"",""commentLines"":29}]",2026-07-28T10:52:12,4fc4ebe04d7fdc1061d71ad11d020cb145b20717,true,false,false,false,"{""Java"":71382591,""C++"":3227336,""JavaScript"":1152394,""TypeScript"":220503,""CMake"":78493,""Python"":75734,""Mustache"":67812,""Shell"":57521,""Roff"":52281,""Thrift"":50413,""HTML"":46160,""ANTLR"":37681,""Makefile"":26151,""CSS"":16609,""Dockerfile"":9798,""NASL"":4636,""Batchfile"":795,""PLSQL"":85}",ForwardFit;aria;available-to-pickup;awaiting-community-help;awaiting-user-response;backlog;backport;beginner-task;bolt;bootcamp;bug;build;caching;cleanup;cloud support;connector-specific;core;correctness;cte_materialization;delta-lake;dependencies;design;discussion;docs;enhancement;fb-exported;feature request;flaky-build;flaky-test;flaky-test-hackathon-pr;follow-up-1;follow-up-2;follow-up-3;follow-up-4;from:IBM;from:Meta;function;function-server;good first issue;hacktoberfest;hive-connector;hudi;iceberg;in-first-review;intermediate-task;java;javascript;jdk-upgrade;jumpstart;materialized-view;merged;meta-exported;mvp;need-follow-up;operator;optimizer;p0;p1;parquet;performance-improvement;planner;pos;pr bootcamp;prestissimo;presto-native-tests;presto-router;query optimization;ranger;release;release-blocker;rm;roadmap;security;spark;spi;sql grammar;stale;syntax-needs-review;tests;tpc-ds;tpc-h;triaged;type;usage;verifier;waiting-for-author;webui;window;wip,big-data;data;hadoop;hive;java;lakehouse;presto;query;sql,dense_unconfirmed,406,highest-density prior unconfirmed candidate
java.csv,94660620,Arcticons-Team/Arcticons,false,13038,11,108,438,Java,main,GNU General Public License v3.0,https://arcticons.com/,12,1519,311,4069589,2020-10-23T11:38:17,2026-07-28T06:52:43,2026-07-28T11:16:37,1083,22,2322,9,16287,116286,15295,"[{""codeLines"":255,""blankLines"":41,""language"":""Gradle"",""commentLines"":24},{""codeLines"":75,""blankLines"":23,""language"":""Text"",""commentLines"":0},{""codeLines"":12,""blankLines"":1,""language"":""Properties"",""commentLines"":1},{""codeLines"":1533,""blankLines"":346,""language"":""Java"",""commentLines"":86},{""codeLines"":72264,""blankLines"":14764,""language"":""XML"",""commentLines"":14639},{""codeLines"":770,""blankLines"":99,""language"":""JavaScript"",""commentLines"":101},{""codeLines"":887,""blankLines"":49,""language"":""YAML"",""commentLines"":66},{""codeLines"":1555,""blankLines"":320,""language"":""Python"",""commentLines"":246},{""codeLines"":1613,""blankLines"":245,""language"":""CSS"",""commentLines"":47},{""codeLines"":448,""blankLines"":68,""language"":""HTML"",""commentLines"":25},{""codeLines"":715,""blankLines"":257,""language"":""Markdown"",""commentLines"":0},{""codeLines"":35933,""blankLines"":18,""language"":""SVG"",""commentLines"":39},{""codeLines"":226,""blankLines"":56,""language"":""Bourne Shell"",""commentLines"":21}]",2026-07-28T06:52:24,471a11cb51f5e62003c42fb557588f72494c05bb,false,false,false,false,"{""Java"":83560,""Python"":71878,""Shell"":6845}",black/white;bug;candybar;day & night;dependencies;enhancement;external bug;github_actions;help wanted;icon not applying;icon request;java;linux;needs changes;needs more info;python;question;ready to merge;site;you,android;f-droid;fdroid;icon;icon-pack;iconpack;minimal;theming;vectors,weak_unconfirmed,1,lowest-density prior unconfirmed candidate
java.csv,3273197,ben-manes/caffeine,false,2739,4,73,1703,Java,master,Apache License 2.0,,355,17776,66,113541,2014-12-13T08:45:11,2026-07-29T04:50:54,2026-07-29T08:32:57,785,2,1038,0,19965,126937,23795,"[{""codeLines"":149,""blankLines"":3,""language"":""INI"",""commentLines"":0},{""codeLines"":180,""blankLines"":0,""language"":""JSON"",""commentLines"":0},{""codeLines"":109643,""blankLines"":17538,""language"":""Java"",""commentLines"":23172},{""codeLines"":65,""blankLines"":18,""language"":""DOS Batch"",""commentLines"":0},{""codeLines"":1406,""blankLines"":245,""language"":""Text"",""commentLines"":0},{""codeLines"":383,""blankLines"":23,""language"":""TOML"",""commentLines"":0},{""codeLines"":126,""blankLines"":13,""language"":""Kotlin"",""commentLines"":1},{""codeLines"":91,""blankLines"":8,""language"":""Properties"",""commentLines"":4},{""codeLines"":195,""blankLines"":51,""language"":""Bourne Shell"",""commentLines"":148},{""codeLines"":3260,""blankLines"":62,""language"":""YAML"",""commentLines"":17},{""codeLines"":2822,""blankLines"":360,""language"":""Gradle"",""commentLines"":29},{""codeLines"":752,""blankLines"":22,""language"":""XML"",""commentLines"":5},{""codeLines"":5447,""blankLines"":1050,""language"":""Markdown"",""commentLines"":2},{""codeLines"":119,""blankLines"":67,""language"":""C/C++ Header"",""commentLines"":36},{""codeLines"":212,""blankLines"":8,""language"":""Maven"",""commentLines"":0},{""codeLines"":891,""blankLines"":285,""language"":""C"",""commentLines"":172},{""codeLines"":1196,""blankLines"":212,""language"":""Python"",""commentLines"":209}]",2026-07-23T05:57:16,0f9cf9d1b6cce6de326443820b820b015ffb0ddb,true,false,false,false,"{""Java"":1726803,""Python"":64796,""Kotlin"":5626,""Shell"":3470}",bug;dependencies;duplicate;enhancement;github_actions;help wanted;in progress;invalid;java;question;ready;wontfix,,weak_unconfirmed,1,lowest-density prior unconfirmed candidate
js.csv,95164392,gnmyt/Nexterm,false,4419,4,13,261,JavaScript,main,MIT License,https://nexterm.dev,35,4873,23,34102,2024-08-13T05:14:38,2026-07-24T07:15:08,2026-07-26T01:46:02,438,135,1167,15,72096,285993,150434,"[{""codeLines"":69,""blankLines"":0,""language"":""SVG"",""commentLines"":0},{""codeLines"":1834,""blankLines"":505,""language"":""Text"",""commentLines"":0},{""codeLines"":16745,""blankLines"":3549,""language"":""Sass"",""commentLines"":0},{""codeLines"":2480,""blankLines"":1207,""language"":""SQL"",""commentLines"":1553},{""codeLines"":108,""blankLines"":61,""language"":""Python"",""commentLines"":140},{""codeLines"":9080,""blankLines"":1044,""language"":""Dart"",""commentLines"":8},{""codeLines"":40589,""blankLines"":15771,""language"":""C"",""commentLines"":20488},{""codeLines"":1294,""blankLines"":291,""language"":""M4"",""commentLines"":0},{""codeLines"":100,""blankLines"":16,""language"":""Gradle"",""commentLines"":0},{""codeLines"":1068,""blankLines"":244,""language"":""make"",""commentLines"":554},{""codeLines"":22173,""blankLines"":6855,""language"":""C/C++ Header"",""commentLines"":27846},{""codeLines"":9522,""blankLines"":1494,""language"":""XML"",""commentLines"":2084},{""codeLines"":41489,""blankLines"":12985,""language"":""JavaScript"",""commentLines"":34077},{""codeLines"":357,""blankLines"":67,""language"":""Flatbuffers"",""commentLines"":0},{""codeLines"":24550,""blankLines"":2866,""language"":""JSX"",""commentLines"":21},{""codeLines"":56,""blankLines"":5,""language"":""TOML"",""commentLines"":0},{""codeLines"":10,""blankLines"":0,""language"":""Properties"",""commentLines"":0},{""codeLines"":21,""blankLines"":5,""language"":""Swift"",""commentLines"":2},{""codeLines"":1549,""blankLines"":208,""language"":""Rust"",""commentLines"":13},{""codeLines"":301,""blankLines"":96,""language"":""Perl"",""commentLines"":149},{""codeLines"":1740,""blankLines"":472,""language"":""Bourne Shell"",""commentLines"":1299},{""codeLines"":2265,""blankLines"":441,""language"":""HTML"",""commentLines"":296},{""codeLines"":4275,""blankLines"":1257,""language"":""CSS"",""commentLines"":1943},{""codeLines"":3119,""blankLines"":691,""language"":""Maven"",""commentLines"":963},{""codeLines"":3,""blankLines"":2,""language"":""Kotlin"",""commentLines"":0},{""codeLines"":154,""blankLines"":30,""language"":""CMake"",""commentLines"":0},{""codeLines"":37786,""blankLines"":15332,""language"":""Java"",""commentLines"":58862},{""codeLines"":4326,""blankLines"":1399,""language"":""Markdown"",""commentLines"":0},{""codeLines"":4325,""blankLines"":927,""language"":""YAML"",""commentLines"":6},{""codeLines"":338,""blankLines"":144,""language"":""Dockerfile"",""commentLines"":130},{""codeLines"":54232,""blankLines"":4126,""language"":""JSON"",""commentLines"":0},{""codeLines"":35,""blankLines"":6,""language"":""ProGuard"",""commentLines"":0}]",2026-07-24T07:14:52,172a63bedd41a1b16f089cb6fa5827c12cc5599a,false,false,false,false,"{""JavaScript"":2337792,""Sass"":410526,""Dart"":359133,""C"":271810,""Rust"":62784,""Shell"":38874,""CMake"":5571,""HTML"":5331,""Ruby"":1366,""CSS"":1215,""Swift"":824,""Dockerfile"":621,""Kotlin"":117,""Objective-C"":38}",bug;dependencies;documentation;enhancement;help wanted;invalid;javascript;question;translation;wontfix,,subtle_confirmed,21,lowest-density prior confirmed rule
js.csv,95803023,open-gsd/gsd-core,false,4755,160,34,493,JavaScript,next,MIT License,https://opengsd.net,29,7220,150,42573,2026-05-22T11:36:21,2026-07-26T05:42:49,2026-07-26T12:23:11,1361,97,1258,26,95710,453202,75631,"[{""codeLines"":79,""blankLines"":13,""language"":""SVG"",""commentLines"":14},{""codeLines"":8,""blankLines"":2,""language"":""INI"",""commentLines"":0},{""codeLines"":3799,""blankLines"":442,""language"":""YAML"",""commentLines"":505},{""codeLines"":137021,""blankLines"":48842,""language"":""Markdown"",""commentLines"":1023},{""codeLines"":1207,""blankLines"":248,""language"":""Bourne Shell"",""commentLines"":455},{""codeLines"":7,""blankLines"":0,""language"":""Text"",""commentLines"":0},{""codeLines"":32138,""blankLines"":1,""language"":""JSON"",""commentLines"":0},{""codeLines"":72,""blankLines"":19,""language"":""Bourne Again Shell"",""commentLines"":8},{""codeLines"":23,""blankLines"":1,""language"":""TypeScript"",""commentLines"":0},{""codeLines"":278848,""blankLines"":46142,""language"":""JavaScript"",""commentLines"":73626}]",2026-07-26T05:42:47,46ba02acde4c36fd025b7f507ead725f892717e9,true,false,false,false,"{""JavaScript"":17194798,""TypeScript"":3522651,""Shell"":76055}",approved to merge;approved-enhancement;approved-feature;area: Agents;area: ai-integration;area: commands;area: config;area: core;area: docs;area: hooks;area: installer;area: performance;area: workflow;area: workflows;automation;awaiting-retest;backmerge;blocked;breaking-change;bug;capability-candidate;changes-requested;chore;ci: failing;confirmed;confirmed-bug;dependencies;documentation;duplicate;enhancement;epic;feature-request;fix-pending;fix-released;good first epic;good first issue;good-for-new-contributors;help wanted;in-progress;invalid;javascript;missing issue;needs changes;needs merge fixes;needs rebase;needs-changes;needs-info;needs-maintainer-review;needs-reproduction;needs-review;needs-review: ci/failing;needs-review: merge-conflict;needs-triage;needs-version;no-changelog;no-docs;os: windows;possible-duplicate;pr: on-hold;priority: critical;priority: high;priority: low;priority: medium;question;ready-for-agent;ready-for-human;ready-for-review;review: approved;review: approved (merge conflict);review: changes requested;review: needs discussion;runtime: antigravity;runtime: augment;runtime: claude-code;runtime: cline;runtime: codebuddy;runtime: codex;runtime: copilot;runtime: cursor;runtime: gemini;runtime: kilo;runtime: opencode;runtime: qwen;runtime: trae;runtime: windsurf;security;size/l;size/m;size/s;size/xl;stale;status: blocked;status: in-progress;status: waiting-for-user;test;type: chore;type: discussion;upstream;upstream-bug;wontfix,claude-code;context-engineering;meta-prompting;spec-driven-development,dense_unconfirmed,590,highest-density prior unconfirmed candidate
js.csv,95626893,gsd-build/get-shit-done,false,2928,404,78,5433,JavaScript,main,MIT License,,262,63823,136,20286,2025-12-14T02:17:12,2026-05-31T05:46:54,2026-06-02T04:41:49,1871,0,1869,0,62911,284835,37413,"[{""codeLines"":3546,""blankLines"":385,""language"":""YAML"",""commentLines"":381},{""codeLines"":88041,""blankLines"":30034,""language"":""Markdown"",""commentLines"":295},{""codeLines"":79,""blankLines"":13,""language"":""SVG"",""commentLines"":14},{""codeLines"":6929,""blankLines"":1,""language"":""JSON"",""commentLines"":0},{""codeLines"":52770,""blankLines"":9151,""language"":""TypeScript"",""commentLines"":8696},{""codeLines"":132585,""blankLines"":23145,""language"":""JavaScript"",""commentLines"":27804},{""codeLines"":816,""blankLines"":165,""language"":""Bourne Shell"",""commentLines"":219},{""codeLines"":69,""blankLines"":17,""language"":""Bourne Again Shell"",""commentLines"":4}]",2026-05-31T01:34:35,bdcaab2c752d9a33a1a1ca9acf3a3c81fb991815,true,false,false,false,"{""JavaScript"":7254398,""TypeScript"":2632050,""Shell"":44482}",approved to merge;approved-enhancement;approved-feature;area: Agents;area: commands;area: config;area: core;area: docs;area: hooks;area: installer;area: performance;area: workflow;area: workflows;awaiting-retest;blocked;breaking-change;bug;chore;ci: failing;confirmed;confirmed-bug;documentation;duplicate;enhancement;feature-request;fix-pending;fix-released;good first issue;good-for-new-contributors;help wanted;in-progress;invalid;missing issue;needs changes;needs merge fixes;needs rebase;needs-changes;needs-info;needs-maintainer-review;needs-reproduction;needs-review;needs-review: ci/failing;needs-review: merge-conflict;needs-triage;no-changelog;os: windows;priority: critical;priority: high;priority: low;priority: medium;question;ready-for-review;review: approved;review: approved (merge conflict);review: changes requested;review: needs discussion;runtime: antigravity;runtime: augment;runtime: claude-code;runtime: cline;runtime: codebuddy;runtime: codex;runtime: copilot;runtime: cursor;runtime: gemini;runtime: kilo;runtime: opencode;runtime: qwen;runtime: trae;runtime: windsurf;security;size/l;size/m;size/s;size/xl;status: blocked;status: in-progress;status: waiting-for-user;test;type: chore;type: discussion;upstream;upstream-bug;wontfix,claude-code;context-engineering;meta-prompting;spec-driven-development,dense_unconfirmed,533,highest-density prior unconfirmed candidate
js.csv,6939259,brookhong/surfingkeys,false,985,3,0,552,JavaScript,master,MIT License,https://chrome.google.com/webstore/detail/surfingkeys/gfbliohnnapiefjpjlpjnehglfpaknnc,73,6128,72,8273,2015-09-04T08:59:37,2026-07-14T03:19:04,2026-07-25T01:53:22,2039,428,237,37,3799,42761,1154,"[{""codeLines"":62,""blankLines"":9,""language"":""YAML"",""commentLines"":1},{""codeLines"":5586,""blankLines"":934,""language"":""CSS"",""commentLines"":14},{""codeLines"":1097,""blankLines"":52,""language"":""HTML"",""commentLines"":17},{""codeLines"":359,""blankLines"":1,""language"":""SVG"",""commentLines"":12},{""codeLines"":2,""blankLines"":0,""language"":""DOS Batch"",""commentLines"":0},{""codeLines"":4,""blankLines"":0,""language"":""Bourne Shell"",""commentLines"":0},{""codeLines"":432,""blankLines"":53,""language"":""Lua"",""commentLines"":72},{""codeLines"":1683,""blankLines"":883,""language"":""Markdown"",""commentLines"":3},{""codeLines"":2330,""blankLines"":548,""language"":""TypeScript"",""commentLines"":132},{""codeLines"":30247,""blankLines"":1319,""language"":""JavaScript"",""commentLines"":903},{""codeLines"":959,""blankLines"":0,""language"":""JSON"",""commentLines"":0}]",2026-07-14T03:18:07,e4152e9ea5bd4d7381afd7e65c10ff38534fb15b,true,false,false,false,"{""JavaScript"":1085258,""CSS"":180264,""TypeScript"":74224,""HTML"":61968,""Lua"":19169,""Shell"":202,""Batchfile"":92}",bug;duplicate;enhancement;feature vote;good first issue;help wanted;invalid;low priority;need bb;need support from safari;question;stale;theme customization;wontfix,chrome;chromium;edge-extension;extension;firefox;firefox-addon;safari-extension;vim,weak_unconfirmed,1,lowest-density prior unconfirmed candidate
js.csv,95393860,ChatGPTBox-dev/chatGPTBox,false,809,14,62,859,JavaScript,master,MIT License,,50,10740,41,4595,2023-03-15T08:16:17,2026-07-25T07:57:36,2026-07-26T09:38:04,747,342,258,27,4794,60568,1668,"[{""codeLines"":8,""blankLines"":0,""language"":""XML"",""commentLines"":0},{""codeLines"":32178,""blankLines"":3721,""language"":""JavaScript"",""commentLines"":1463},{""codeLines"":12,""blankLines"":2,""language"":""Bourne Shell"",""commentLines"":0},{""codeLines"":705,""blankLines"":390,""language"":""Markdown"",""commentLines"":0},{""codeLines"":382,""blankLines"":54,""language"":""YAML"",""commentLines"":9},{""codeLines"":1452,""blankLines"":272,""language"":""SCSS"",""commentLines"":0},{""codeLines"":313,""blankLines"":2,""language"":""GraphQL"",""commentLines"":0},{""codeLines"":18550,""blankLines"":0,""language"":""JSON"",""commentLines"":0},{""codeLines"":66,""blankLines"":0,""language"":""Diff"",""commentLines"":150},{""codeLines"":27,""blankLines"":0,""language"":""HTML"",""commentLines"":0},{""codeLines"":1162,""blankLines"":0,""language"":""CSS"",""commentLines"":6},{""codeLines"":5713,""blankLines"":353,""language"":""JSX"",""commentLines"":40}]",2026-07-25T07:57:35,bc0eb0a97fa3c439be4d88f14d191d7f5c09bf93,true,false,false,false,"{""JavaScript"":1288459,""SCSS"":37144,""CSS"":1940,""HTML"":730,""Shell"":671}",Review effort 1/5;Review effort 2/5;Review effort 3/5;Review effort 4/5;aardvark;bug;codex;dependencies;discussion;documentation;duplicate;enhancement;github_actions;good first issue;help wanted;invalid;javascript;question;something wrong;wontfix,browser-extension;chatgpt;chrome-extension;edge-extension;firefox-addon;firefox-extension;safari-extension,weak_unconfirmed,1,lowest-density prior unconfirmed candidate
